network,platform,latitude,longitude,date,vertical_datum,mass_concentration_of_oxygen_in_sea_wate,qcFlag 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2015-10-01T01:00:00Z,2.08,6.18,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2015-10-01T01:00:00Z,2.458,5.02,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2015-10-01T01:00:00Z,1.798,8.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2015-10-01T01:00:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2015-10-01T01:00:00Z,1.0,4.23,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2015-10-01T01:15:00Z,2.07,5.99,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2015-10-01T01:15:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2015-10-01T01:15:00Z,1.0,-9999.0,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2015-10-01T01:30:00Z,2.511,7.39,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2015-10-01T01:30:00Z,2.308,1.9,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2015-10-01T01:30:00Z,4.31,4.14,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2015-10-01T01:30:00Z,1.299,6.18,1111122 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2015-10-01T01:30:00Z,1.528,5.25,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2015-10-01T01:30:00Z,2.07,6.19,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2015-10-01T01:30:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2015-10-01T01:30:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2015-10-01T01:45:00Z,2.06,6.13,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2015-10-01T01:45:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2015-10-01T01:45:00Z,1.0,-9999.0,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2015-10-01T02:00:00Z,2.54,7.53,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2015-10-01T02:00:00Z,2.342,1.82,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2015-10-01T02:00:00Z,4.339,4.61,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2015-10-01T02:00:00Z,1.312,5.81,1111122 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2015-10-01T02:00:00Z,1.533,5.22,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2015-10-01T02:00:00Z,2.05,5.98,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2015-10-01T02:00:00Z,2.42,5.01,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2015-10-01T02:00:00Z,1.821,7.72,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2015-10-01T02:00:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2015-10-01T02:00:00Z,1.0,4.14,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2015-10-01T02:15:00Z,2.041,5.79,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2015-10-01T02:15:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2015-10-01T02:15:00Z,1.0,-9999.0,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2015-10-01T02:30:00Z,2.561,7.26,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2015-10-01T02:30:00Z,2.337,1.97,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2015-10-01T02:30:00Z,4.358,4.87,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2015-10-01T02:30:00Z,1.338,5.35,1111122 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2015-10-01T02:30:00Z,1.542,5.09,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2015-10-01T02:30:00Z,2.04,5.68,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2015-10-01T02:30:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2015-10-01T02:30:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2015-10-01T02:45:00Z,2.03,5.74,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2015-10-01T02:45:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2015-10-01T02:45:00Z,1.0,-9999.0,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2015-10-01T03:00:00Z,2.573,7.45,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2015-10-01T03:00:00Z,2.358,1.97,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2015-10-01T03:00:00Z,4.379,5.58,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2015-10-01T03:00:00Z,1.348,5.16,1111122 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2015-10-01T03:00:00Z,1.55,5.04,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2015-10-01T03:00:00Z,2.03,5.78,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2015-10-01T03:00:00Z,2.46,5.02,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2015-10-01T03:00:00Z,1.883,7.47,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2015-10-01T03:00:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2015-10-01T03:00:00Z,1.0,3.69,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2015-10-01T03:15:00Z,2.02,5.74,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2015-10-01T03:15:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2015-10-01T03:15:00Z,1.0,-9999.0,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2015-10-01T03:30:00Z,2.593,7.34,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2015-10-01T03:30:00Z,2.368,1.99,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2015-10-01T03:30:00Z,4.401,6.04,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2015-10-01T03:30:00Z,1.367,5.0,1111122 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2015-10-01T03:30:00Z,1.547,4.61,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2015-10-01T03:30:00Z,2.018,5.65,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2015-10-01T03:30:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2015-10-01T03:30:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2015-10-01T03:45:00Z,2.02,5.49,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2015-10-01T03:45:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2015-10-01T03:45:00Z,1.0,-9999.0,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2015-10-01T04:00:00Z,2.603,7.34,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2015-10-01T04:00:00Z,2.372,1.94,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2015-10-01T04:00:00Z,4.399,6.3,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2015-10-01T04:00:00Z,1.364,4.24,1111122 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2015-10-01T04:00:00Z,1.568,4.76,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2015-10-01T04:00:00Z,2.01,5.67,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2015-10-01T04:00:00Z,2.598,5.1,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2015-10-01T04:00:00Z,1.98,7.08,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2015-10-01T04:00:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2015-10-01T04:00:00Z,1.0,3.34,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2015-10-01T04:15:00Z,2.01,5.51,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2015-10-01T04:15:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2015-10-01T04:15:00Z,1.0,-9999.0,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2015-10-01T04:30:00Z,2.608,7.25,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2015-10-01T04:30:00Z,2.385,1.88,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2015-10-01T04:30:00Z,4.4,6.47,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2015-10-01T04:30:00Z,1.352,3.95,1111122 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2015-10-01T04:30:00Z,1.563,4.89,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2015-10-01T04:30:00Z,2.01,4.91,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2015-10-01T04:30:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2015-10-01T04:30:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2015-10-01T04:45:00Z,2.01,4.99,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2015-10-01T04:45:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2015-10-01T04:45:00Z,1.0,-9999.0,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2015-10-01T05:00:00Z,2.603,7.08,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2015-10-01T05:00:00Z,2.348,1.87,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2015-10-01T05:00:00Z,4.385,6.32,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2015-10-01T05:00:00Z,1.34,4.41,1111122 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2015-10-01T05:00:00Z,1.562,4.73,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2015-10-01T05:00:00Z,2.01,5.1,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2015-10-01T05:00:00Z,2.73,4.73,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2015-10-01T05:00:00Z,2.107,5.93,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2015-10-01T05:00:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2015-10-01T05:00:00Z,1.0,3.74,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2015-10-01T05:15:00Z,2.01,5.16,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2015-10-01T05:15:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2015-10-01T05:15:00Z,1.0,-9999.0,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2015-10-01T05:30:00Z,2.593,6.94,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2015-10-01T05:30:00Z,2.379,1.84,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2015-10-01T05:30:00Z,4.359,6.05,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2015-10-01T05:30:00Z,1.328,4.81,1111122 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2015-10-01T05:30:00Z,1.547,4.85,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2015-10-01T05:30:00Z,2.018,5.25,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2015-10-01T05:30:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2015-10-01T05:30:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2015-10-01T05:45:00Z,2.02,5.32,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2015-10-01T05:45:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2015-10-01T05:45:00Z,1.0,-9999.0,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2015-10-01T06:00:00Z,2.572,6.76,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2015-10-01T06:00:00Z,2.427,1.95,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2015-10-01T06:00:00Z,4.333,6.19,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2015-10-01T06:00:00Z,1.325,4.58,1111122 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2015-10-01T06:00:00Z,1.554,4.84,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2015-10-01T06:00:00Z,2.03,5.34,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2015-10-01T06:00:00Z,2.81,4.71,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2015-10-01T06:00:00Z,2.218,5.86,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2015-10-01T06:00:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2015-10-01T06:00:00Z,1.0,3.84,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2015-10-01T06:15:00Z,2.03,5.17,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2015-10-01T06:15:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2015-10-01T06:15:00Z,1.0,-9999.0,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2015-10-01T06:30:00Z,2.543,6.87,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2015-10-01T06:30:00Z,2.278,1.82,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2015-10-01T06:30:00Z,4.309,6.17,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2015-10-01T06:30:00Z,1.308,4.07,1111122 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2015-10-01T06:30:00Z,1.542,5.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2015-10-01T06:30:00Z,2.04,5.11,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2015-10-01T06:30:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2015-10-01T06:30:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2015-10-01T06:45:00Z,2.04,5.11,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2015-10-01T06:45:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2015-10-01T06:45:00Z,1.0,-9999.0,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2015-10-01T07:00:00Z,2.52,7.07,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2015-10-01T07:00:00Z,2.328,1.83,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2015-10-01T07:00:00Z,4.292,7.14,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2015-10-01T07:00:00Z,1.282,4.38,1111122 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2015-10-01T07:00:00Z,1.538,5.23,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2015-10-01T07:00:00Z,2.04,4.4,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2015-10-01T07:00:00Z,2.87,4.76,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2015-10-01T07:00:00Z,2.275,5.36,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2015-10-01T07:00:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2015-10-01T07:00:00Z,1.0,3.59,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2015-10-01T07:15:00Z,2.05,4.7,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2015-10-01T07:15:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2015-10-01T07:15:00Z,1.0,-9999.0,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2015-10-01T07:30:00Z,2.494,7.6,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2015-10-01T07:30:00Z,2.325,1.87,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2015-10-01T07:30:00Z,4.269,7.08,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2015-10-01T07:30:00Z,1.261,4.33,1111122 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2015-10-01T07:30:00Z,1.53,4.87,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2015-10-01T07:30:00Z,2.05,5.06,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2015-10-01T07:30:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2015-10-01T07:30:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2015-10-01T07:45:00Z,2.06,5.11,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2015-10-01T07:45:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2015-10-01T07:45:00Z,1.0,-9999.0,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2015-10-01T08:00:00Z,2.472,7.61,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2015-10-01T08:00:00Z,2.31,2.0,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2015-10-01T08:00:00Z,4.256,7.16,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2015-10-01T08:00:00Z,1.236,4.49,1111122 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2015-10-01T08:00:00Z,1.518,5.1,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2015-10-01T08:00:00Z,2.051,5.31,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2015-10-01T08:00:00Z,2.892,4.73,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2015-10-01T08:00:00Z,2.256,5.55,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2015-10-01T08:00:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2015-10-01T08:00:00Z,1.0,3.35,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2015-10-01T08:15:00Z,2.06,5.19,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2015-10-01T08:15:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2015-10-01T08:15:00Z,1.0,-9999.0,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2015-10-01T08:30:00Z,2.453,7.52,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2015-10-01T08:30:00Z,2.277,1.96,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2015-10-01T08:30:00Z,4.234,7.1,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2015-10-01T08:30:00Z,1.203,4.18,1111122 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2015-10-01T08:30:00Z,1.505,5.05,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2015-10-01T08:30:00Z,2.07,5.29,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2015-10-01T08:30:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2015-10-01T08:30:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2015-10-01T08:45:00Z,2.07,5.25,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2015-10-01T08:45:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2015-10-01T08:45:00Z,1.0,-9999.0,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2015-10-01T09:00:00Z,2.422,7.46,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2015-10-01T09:00:00Z,2.248,1.96,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2015-10-01T09:00:00Z,4.211,7.0,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2015-10-01T09:00:00Z,1.154,4.11,1111122 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2015-10-01T09:00:00Z,1.47,5.01,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2015-10-01T09:00:00Z,2.07,5.19,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2015-10-01T09:00:00Z,2.85,4.75,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2015-10-01T09:00:00Z,2.179,5.57,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2015-10-01T09:00:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2015-10-01T09:00:00Z,1.0,3.68,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2015-10-01T09:15:00Z,2.08,5.03,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2015-10-01T09:15:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2015-10-01T09:15:00Z,1.0,-9999.0,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2015-10-01T09:30:00Z,2.396,7.45,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2015-10-01T09:30:00Z,2.222,1.92,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2015-10-01T09:30:00Z,4.181,6.93,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2015-10-01T09:30:00Z,1.114,3.63,1111122 
