network,platform,latitude,longitude,date,vertical_datum,mass_concentration_of_oxygen_in_sea_water 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2021-07-01T06:15:00Z,0.0,7.6 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-07-01T06:30:00Z,2.58,2.66 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-07-01T06:30:00Z,2.29,7.01 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2021-07-01T06:30:00Z,0.0,0.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2021-07-01T06:30:00Z,1.577,5.68 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2021-07-01T06:30:00Z,1.0,0.27 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2021-07-01T06:30:00Z,1.0,0.1 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2021-07-01T06:30:00Z,1.0,7.06 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2021-07-01T06:30:00Z,1.0,4.32 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2021-07-01T06:30:00Z,1.0,4.11 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2021-07-01T06:45:00Z,1.571,5.62 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2021-07-01T06:45:00Z,3.17,7.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2021-07-01T06:45:00Z,2.01,5.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-07-01T07:00:00Z,2.59,4.3 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-07-01T07:00:00Z,2.3,6.96 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2021-07-01T07:00:00Z,0.0,0.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2021-07-01T07:00:00Z,1.574,5.62 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2021-07-01T07:00:00Z,0.07,8.4 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2021-07-01T07:00:00Z,0.0,5.0 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-07-01T07:00:00Z,2.06,4.08 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2021-07-01T07:15:00Z,1.561,5.51 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2021-07-01T07:15:00Z,2.23,6.6 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2021-07-01T07:15:00Z,0.0,7.4 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-07-01T07:30:00Z,2.63,4.7 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-07-01T07:30:00Z,2.27,7.15 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2021-07-01T07:30:00Z,0.0,0.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2021-07-01T07:30:00Z,1.56,5.51 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2021-07-01T07:30:00Z,1.0,0.26 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2021-07-01T07:30:00Z,1.0,0.1 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2021-07-01T07:30:00Z,1.0,7.04 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2021-07-01T07:30:00Z,1.0,4.19 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2021-07-01T07:30:00Z,1.0,4.05 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2021-07-01T07:45:00Z,1.559,5.51 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2021-07-01T07:45:00Z,3.15,6.3 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2021-07-01T07:45:00Z,2.03,5.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-07-01T08:00:00Z,2.65,4.75 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-07-01T08:00:00Z,2.23,7.39 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2021-07-01T08:00:00Z,0.0,0.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2021-07-01T08:00:00Z,1.549,5.5 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2021-07-01T08:00:00Z,0.07,8.4 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2021-07-01T08:00:00Z,0.0,4.7 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-07-01T08:00:00Z,2.05,4.39 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2021-07-01T08:15:00Z,1.542,5.46 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2021-07-01T08:15:00Z,2.22,7.1 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2021-07-01T08:15:00Z,0.0,7.1 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-07-01T08:30:00Z,2.64,4.06 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-07-01T08:30:00Z,2.31,6.8 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2021-07-01T08:30:00Z,0.0,0.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2021-07-01T08:30:00Z,1.538,5.43 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2021-07-01T08:30:00Z,1.0,0.25 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2021-07-01T08:30:00Z,1.0,0.1 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2021-07-01T08:30:00Z,1.0,5.35 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2021-07-01T08:30:00Z,1.0,4.2 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2021-07-01T08:30:00Z,1.0,3.88 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2021-07-01T08:45:00Z,1.538,5.46 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2021-07-01T08:45:00Z,3.14,3.3 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2021-07-01T08:45:00Z,2.06,5.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-07-01T09:00:00Z,2.65,4.1 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-07-01T09:00:00Z,2.33,6.79 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2021-07-01T09:00:00Z,0.0,0.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2021-07-01T09:00:00Z,1.55,5.43 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2021-07-01T09:00:00Z,0.07,8.4 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2021-07-01T09:00:00Z,0.0,5.0 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-07-01T09:00:00Z,2.08,4.08 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2021-07-01T09:15:00Z,1.549,5.35 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2021-07-01T09:15:00Z,2.2,7.1 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2021-07-01T09:15:00Z,0.0,6.9 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-07-01T09:30:00Z,2.68,4.76 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-07-01T09:30:00Z,2.33,6.13 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2021-07-01T09:30:00Z,0.0,0.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2021-07-01T09:30:00Z,1.545,5.21 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2021-07-01T09:30:00Z,1.0,0.25 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2021-07-01T09:30:00Z,1.0,2.84 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2021-07-01T09:30:00Z,1.0,3.65 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2021-07-01T09:30:00Z,1.0,3.42 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2021-07-01T09:45:00Z,1.561,5.2 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2021-07-01T09:45:00Z,3.13,4.4 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2021-07-01T09:45:00Z,2.09,4.8 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-07-01T10:00:00Z,2.68,4.87 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-07-01T10:00:00Z,2.33,6.79 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2021-07-01T10:00:00Z,0.0,0.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2021-07-01T10:00:00Z,1.57,5.28 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2021-07-01T10:00:00Z,0.07,8.4 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2021-07-01T10:00:00Z,0.0,4.3 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-07-01T10:00:00Z,2.14,4.16 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2021-07-01T10:00:00Z,1.0,0.09 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2021-07-01T10:15:00Z,1.587,5.48 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2021-07-01T10:15:00Z,2.19,6.9 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2021-07-01T10:15:00Z,0.0,6.9 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-07-01T10:30:00Z,2.73,4.28 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-07-01T10:30:00Z,2.33,6.38 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2021-07-01T10:30:00Z,0.0,0.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2021-07-01T10:30:00Z,1.592,5.48 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2021-07-01T10:30:00Z,1.0,0.24 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2021-07-01T10:30:00Z,1.0,0.09 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2021-07-01T10:30:00Z,1.0,1.37 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2021-07-01T10:30:00Z,1.0,3.51 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2021-07-01T10:30:00Z,1.0,3.46 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2021-07-01T10:45:00Z,1.598,5.27 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2021-07-01T10:45:00Z,3.13,2.2 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2021-07-01T10:45:00Z,2.13,4.8 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-07-01T11:00:00Z,2.72,4.38 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-07-01T11:00:00Z,2.36,6.38 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2021-07-01T11:00:00Z,0.0,0.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2021-07-01T11:00:00Z,1.605,5.22 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2021-07-01T11:00:00Z,0.07,8.4 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2021-07-01T11:00:00Z,0.0,4.5 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-07-01T11:00:00Z,2.186,4.55 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2021-07-01T11:15:00Z,1.618,5.3 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2021-07-01T11:15:00Z,2.19,6.6 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2021-07-01T11:15:00Z,0.0,6.8 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-07-01T11:30:00Z,2.73,3.78 
