network,platform,latitude,longitude,date,relative_humidity 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-06-01T01:15:00Z,1017.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-06-01T01:30:00Z,65.6 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-06-01T01:30:00Z,68.7 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-06-01T01:30:00Z,1017.0 
TCOON,ioos:station:TCOON:146,28.1324,-97.0345,2020-06-01T01:30:00Z,13.4 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2020-06-01T01:31:00Z,48.94 
COMPS,ioos:station:USF.COMPS:C10,27.1690,-82.9260,2020-06-01T01:35:00Z,80.81 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-06-01T01:35:00Z,85.03 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-06-01T01:45:00Z,65.6 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-06-01T01:45:00Z,67.8 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-06-01T01:45:00Z,1017.0 
NERRS,ioos:station:NOAA.NERRS:apaebmet,29.7909,-84.8834,2020-06-01T01:45:00Z,70.0 
NERRS,ioos:station:NOAA.NERRS:gndcrmet,30.3592,-88.4200,2020-06-01T01:45:00Z,75.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2020-06-01T01:45:00Z,89.0 
NERRS,ioos:station:NOAA.NERRS:wkbshmet,30.4212,-87.8285,2020-06-01T01:45:00Z,64.0 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2020-06-01T01:46:00Z,63.83 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2020-06-01T01:54:00Z,67.31 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-06-01T01:57:00Z,52.77 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2020-06-01T01:59:00Z,45.47 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-06-01T02:00:00Z,66.7 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-06-01T02:00:00Z,68.6 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-06-01T02:00:00Z,1017.0 
NERRS,ioos:station:NOAA.NERRS:marcemet,28.1323,-97.0344,2020-06-01T02:00:00Z,13.0 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-06-01T02:00:00Z,96.3 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-06-01T02:00:00Z,86.2 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-06-01T02:15:00Z,67.1 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-06-01T02:15:00Z,67.4 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-06-01T02:15:00Z,1017.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-06-01T02:30:00Z,66.7 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-06-01T02:30:00Z,65.8 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-06-01T02:30:00Z,1017.0 
TCOON,ioos:station:TCOON:146,28.1324,-97.0345,2020-06-01T02:30:00Z,13.5 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2020-06-01T02:31:00Z,54.88 
COMPS,ioos:station:USF.COMPS:C10,27.1690,-82.9260,2020-06-01T02:35:00Z,79.98 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-06-01T02:35:00Z,85.83 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-06-01T02:45:00Z,65.5 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-06-01T02:45:00Z,64.2 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-06-01T02:45:00Z,1017.0 
NERRS,ioos:station:NOAA.NERRS:apaebmet,29.7909,-84.8834,2020-06-01T02:45:00Z,76.0 
NERRS,ioos:station:NOAA.NERRS:gndcrmet,30.3592,-88.4200,2020-06-01T02:45:00Z,84.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2020-06-01T02:45:00Z,93.0 
NERRS,ioos:station:NOAA.NERRS:wkbshmet,30.4212,-87.8285,2020-06-01T02:45:00Z,76.0 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2020-06-01T02:46:00Z,71.03 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2020-06-01T02:54:00Z,69.74 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-06-01T02:57:00Z,52.16 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2020-06-01T02:59:00Z,51.85 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-06-01T03:00:00Z,65.8 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-06-01T03:00:00Z,66.3 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-06-01T03:00:00Z,1017.0 
NERRS,ioos:station:NOAA.NERRS:marcemet,28.1323,-97.0344,2020-06-01T03:00:00Z,14.0 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-06-01T03:00:00Z,75.3 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-06-01T03:00:00Z,85.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-06-01T03:15:00Z,65.6 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-06-01T03:15:00Z,66.6 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-06-01T03:15:00Z,1017.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-06-01T03:30:00Z,66.7 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-06-01T03:30:00Z,65.1 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-06-01T03:30:00Z,1017.0 
TCOON,ioos:station:TCOON:146,28.1324,-97.0345,2020-06-01T03:30:00Z,13.7 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2020-06-01T03:31:00Z,57.48 
COMPS,ioos:station:USF.COMPS:C10,27.1690,-82.9260,2020-06-01T03:35:00Z,82.51 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-06-01T03:35:00Z,86.48 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-06-01T03:45:00Z,66.5 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-06-01T03:45:00Z,66.4 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-06-01T03:45:00Z,1017.0 
NERRS,ioos:station:NOAA.NERRS:apaebmet,29.7909,-84.8834,2020-06-01T03:45:00Z,77.0 
NERRS,ioos:station:NOAA.NERRS:gndcrmet,30.3592,-88.4200,2020-06-01T03:45:00Z,68.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2020-06-01T03:45:00Z,94.0 
NERRS,ioos:station:NOAA.NERRS:wkbshmet,30.4212,-87.8285,2020-06-01T03:45:00Z,78.0 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2020-06-01T03:46:00Z,57.57 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2020-06-01T03:54:00Z,72.1 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-06-01T03:57:00Z,55.07 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2020-06-01T03:59:00Z,33.3 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-06-01T04:00:00Z,65.9 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-06-01T04:00:00Z,63.5 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-06-01T04:00:00Z,1017.0 
NERRS,ioos:station:NOAA.NERRS:marcemet,28.1323,-97.0344,2020-06-01T04:00:00Z,14.0 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2020-06-01T04:00:00Z,88.5 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2020-06-01T04:00:00Z,77.7 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-06-01T04:00:00Z,79.2 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-06-01T04:00:00Z,87.1 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-06-01T04:15:00Z,65.9 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-06-01T04:15:00Z,65.7 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-06-01T04:15:00Z,1017.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-06-01T04:30:00Z,67.1 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-06-01T04:30:00Z,64.2 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-06-01T04:30:00Z,1017.0 
TCOON,ioos:station:TCOON:146,28.1324,-97.0345,2020-06-01T04:30:00Z,13.8 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2020-06-01T04:31:00Z,61.34 
COMPS,ioos:station:USF.COMPS:C10,27.1690,-82.9260,2020-06-01T04:35:00Z,82.08 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-06-01T04:35:00Z,86.67 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-06-01T04:45:00Z,69.0 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-06-01T04:45:00Z,65.4 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-06-01T04:45:00Z,1017.0 
NERRS,ioos:station:NOAA.NERRS:apaebmet,29.7909,-84.8834,2020-06-01T04:45:00Z,74.0 
NERRS,ioos:station:NOAA.NERRS:gndcrmet,30.3592,-88.4200,2020-06-01T04:45:00Z,73.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2020-06-01T04:45:00Z,94.0 
NERRS,ioos:station:NOAA.NERRS:wkbshmet,30.4212,-87.8285,2020-06-01T04:45:00Z,76.0 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2020-06-01T04:46:00Z,61.21 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2020-06-01T04:54:00Z,74.71 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-06-01T04:57:00Z,57.77 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2020-06-01T04:59:00Z,40.73 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-06-01T05:00:00Z,68.4 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-06-01T05:00:00Z,66.6 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-06-01T05:00:00Z,1018.0 
NERRS,ioos:station:NOAA.NERRS:marcemet,28.1323,-97.0344,2020-06-01T05:00:00Z,14.0 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2020-06-01T05:00:00Z,86.0 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2020-06-01T05:00:00Z,80.8 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-06-01T05:00:00Z,74.2 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-06-01T05:00:00Z,89.3 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-06-01T05:15:00Z,68.6 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-06-01T05:15:00Z,67.0 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-06-01T05:15:00Z,1018.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-06-01T05:30:00Z,68.5 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-06-01T05:30:00Z,63.4 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-06-01T05:30:00Z,1017.0 
TCOON,ioos:station:TCOON:146,28.1324,-97.0345,2020-06-01T05:30:00Z,14.0 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2020-06-01T05:31:00Z,63.71 
COMPS,ioos:station:USF.COMPS:C10,27.1690,-82.9260,2020-06-01T05:35:00Z,83.65 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-06-01T05:35:00Z,86.59 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-06-01T05:45:00Z,68.6 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-06-01T05:45:00Z,66.0 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-06-01T05:45:00Z,1017.0 
NERRS,ioos:station:NOAA.NERRS:apaebmet,29.7909,-84.8834,2020-06-01T05:45:00Z,71.0 
NERRS,ioos:station:NOAA.NERRS:gndcrmet,30.3592,-88.4200,2020-06-01T05:45:00Z,76.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2020-06-01T05:45:00Z,94.0 
NERRS,ioos:station:NOAA.NERRS:wkbshmet,30.4212,-87.8285,2020-06-01T05:45:00Z,77.0 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2020-06-01T05:46:00Z,63.19 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2020-06-01T05:54:00Z,76.4 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-06-01T05:57:00Z,62.03 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2020-06-01T05:59:00Z,41.82 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-06-01T06:00:00Z,67.9 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-06-01T06:00:00Z,63.5 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-06-01T06:00:00Z,1017.0 
NERRS,ioos:station:NOAA.NERRS:marcemet,28.1323,-97.0344,2020-06-01T06:00:00Z,14.0 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2020-06-01T06:00:00Z,82.4 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2020-06-01T06:00:00Z,77.3 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-06-01T06:00:00Z,88.5 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-06-01T06:00:00Z,92.1 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-06-01T06:15:00Z,67.0 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-06-01T06:15:00Z,65.7 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-06-01T06:15:00Z,1017.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-06-01T06:30:00Z,67.7 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-06-01T06:30:00Z,66.7 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-06-01T06:30:00Z,1017.0 
TCOON,ioos:station:TCOON:146,28.1324,-97.0345,2020-06-01T06:30:00Z,14.3 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2020-06-01T06:31:00Z,64.8 
COMPS,ioos:station:USF.COMPS:C10,27.1690,-82.9260,2020-06-01T06:35:00Z,83.74 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-06-01T06:35:00Z,86.71 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-06-01T06:45:00Z,68.4 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-06-01T06:45:00Z,64.7 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-06-01T06:45:00Z,1017.0 
NERRS,ioos:station:NOAA.NERRS:apaebmet,29.7909,-84.8834,2020-06-01T06:45:00Z,68.0 
NERRS,ioos:station:NOAA.NERRS:gndcrmet,30.3592,-88.4200,2020-06-01T06:45:00Z,77.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2020-06-01T06:45:00Z,94.0 
NERRS,ioos:station:NOAA.NERRS:wkbshmet,30.4212,-87.8285,2020-06-01T06:45:00Z,79.0 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2020-06-01T06:46:00Z,68.2 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2020-06-01T06:54:00Z,82.12 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-06-01T06:57:00Z,63.93 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2020-06-01T06:59:00Z,47.83 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-06-01T07:00:00Z,67.3 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-06-01T07:00:00Z,64.6 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-06-01T07:00:00Z,1017.0 
NERRS,ioos:station:NOAA.NERRS:marcemet,28.1323,-97.0344,2020-06-01T07:00:00Z,15.0 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2020-06-01T07:00:00Z,84.5 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2020-06-01T07:00:00Z,81.9 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-06-01T07:00:00Z,67.37 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-06-01T07:00:00Z,91.5 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-06-01T07:15:00Z,68.4 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-06-01T07:15:00Z,65.3 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-06-01T07:15:00Z,1017.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-06-01T07:30:00Z,72.5 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-06-01T07:30:00Z,68.0 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-06-01T07:30:00Z,1017.0 
TCOON,ioos:station:TCOON:146,28.1324,-97.0345,2020-06-01T07:30:00Z,14.7 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2020-06-01T07:31:00Z,68.08 
COMPS,ioos:station:USF.COMPS:C10,27.1690,-82.9260,2020-06-01T07:35:00Z,81.6 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-06-01T07:35:00Z,86.98 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-06-01T07:45:00Z,73.2 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-06-01T07:45:00Z,65.0 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-06-01T07:45:00Z,1017.0 
NERRS,ioos:station:NOAA.NERRS:apaebmet,29.7909,-84.8834,2020-06-01T07:45:00Z,68.0 
NERRS,ioos:station:NOAA.NERRS:gndcrmet,30.3592,-88.4200,2020-06-01T07:45:00Z,78.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2020-06-01T07:45:00Z,92.0 
NERRS,ioos:station:NOAA.NERRS:wkbshmet,30.4212,-87.8285,2020-06-01T07:45:00Z,84.0 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2020-06-01T07:46:00Z,68.51 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2020-06-01T07:54:00Z,82.68 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-06-01T07:57:00Z,65.49 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2020-06-01T07:59:00Z,50.34 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-06-01T08:00:00Z,71.8 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-06-01T08:00:00Z,65.1 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-06-01T08:00:00Z,1017.0 
NERRS,ioos:station:NOAA.NERRS:marcemet,28.1323,-97.0344,2020-06-01T08:00:00Z,15.0 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2020-06-01T08:00:00Z,85.4 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2020-06-01T08:00:00Z,77.7 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-06-01T08:00:00Z,67.93 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-06-01T08:00:00Z,88.8 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-06-01T08:15:00Z,72.3 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-06-01T08:15:00Z,62.2 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-06-01T08:15:00Z,1017.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-06-01T08:30:00Z,72.6 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-06-01T08:30:00Z,63.1 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-06-01T08:30:00Z,1016.0 
TCOON,ioos:station:TCOON:146,28.1324,-97.0345,2020-06-01T08:30:00Z,15.0 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2020-06-01T08:31:00Z,67.87 
COMPS,ioos:station:USF.COMPS:C10,27.1690,-82.9260,2020-06-01T08:35:00Z,87.62 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-06-01T08:35:00Z,87.1 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-06-01T08:45:00Z,71.6 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-06-01T08:45:00Z,62.8 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-06-01T08:45:00Z,1016.0 
NERRS,ioos:station:NOAA.NERRS:apaebmet,29.7909,-84.8834,2020-06-01T08:45:00Z,71.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2020-06-01T08:45:00Z,89.0 
NERRS,ioos:station:NOAA.NERRS:wkbshmet,30.4212,-87.8285,2020-06-01T08:45:00Z,88.0 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2020-06-01T08:46:00Z,66.9 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2020-06-01T08:54:00Z,80.74 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-06-01T08:57:00Z,69.12 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2020-06-01T08:59:00Z,59.02 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-06-01T09:00:00Z,73.2 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-06-01T09:00:00Z,65.8 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-06-01T09:00:00Z,1016.0 
NERRS,ioos:station:NOAA.NERRS:marcemet,28.1323,-97.0344,2020-06-01T09:00:00Z,15.0 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2020-06-01T09:00:00Z,81.0 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2020-06-01T09:00:00Z,80.3 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-06-01T09:00:00Z,73.0 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-06-01T09:00:00Z,86.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-06-01T09:15:00Z,75.0 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-06-01T09:15:00Z,63.7 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-06-01T09:15:00Z,1016.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-06-01T09:30:00Z,76.8 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-06-01T09:30:00Z,63.0 
