network,platform,latitude,longitude,date,sea_water_turbidity 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-11-01T05:45:00Z,10.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-11-01T06:00:00Z,302.743266 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-11-01T06:00:00Z,2.65 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-11-01T06:00:00Z,1.6 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-11-01T06:00:00Z,8.98 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2020-11-01T06:00:00Z,2.09 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-11-01T06:15:00Z,9.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-11-01T06:15:00Z,7.0 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2020-11-01T06:15:00Z,16.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-11-01T06:45:00Z,14.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-11-01T07:00:00Z,2.19 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-11-01T07:00:00Z,1.44 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-11-01T07:00:00Z,9.07 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2020-11-01T07:00:00Z,2.29 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-11-01T07:15:00Z,8.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-11-01T07:15:00Z,5.0 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2020-11-01T07:15:00Z,16.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-11-01T07:30:00Z,339.993556 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-11-01T07:45:00Z,8.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-11-01T07:45:00Z,340.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-11-01T08:00:00Z,2.36 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-11-01T08:00:00Z,1.22 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-11-01T08:00:00Z,8.86 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2020-11-01T08:00:00Z,2.41 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-11-01T08:15:00Z,9.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-11-01T08:15:00Z,5.0 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2020-11-01T08:15:00Z,14.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-11-01T08:30:00Z,302.404627 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-11-01T08:45:00Z,7.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-11-01T09:00:00Z,2.16 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-11-01T09:00:00Z,1.22 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-11-01T09:00:00Z,8.86 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2020-11-01T09:00:00Z,2.5 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-11-01T09:15:00Z,23.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-11-01T09:15:00Z,5.0 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2020-11-01T09:15:00Z,14.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-11-01T09:30:00Z,345.41178 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-11-01T09:45:00Z,6.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-11-01T10:00:00Z,2.1 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-11-01T10:00:00Z,2.49 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-11-01T10:00:00Z,8.68 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2020-11-01T10:00:00Z,2.46 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-11-01T10:15:00Z,8.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-11-01T10:15:00Z,6.0 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2020-11-01T10:15:00Z,14.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-11-01T10:30:00Z,337.961722 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-11-01T10:45:00Z,5.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-11-01T11:00:00Z,2.13 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-11-01T11:00:00Z,2.65 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-11-01T11:00:00Z,9.37 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2020-11-01T11:00:00Z,2.56 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-11-01T11:15:00Z,33.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-11-01T11:15:00Z,6.0 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2020-11-01T11:15:00Z,14.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-11-01T11:30:00Z,354.893672 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-11-01T11:45:00Z,6.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-11-01T12:00:00Z,4.73 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-11-01T12:00:00Z,3.11 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-11-01T12:00:00Z,9.58 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2020-11-01T12:00:00Z,2.6 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-11-01T12:15:00Z,31.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-11-01T12:15:00Z,7.0 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2020-11-01T12:15:00Z,15.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-11-01T12:30:00Z,387.403016 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-11-01T12:45:00Z,6.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-11-01T13:00:00Z,5.67 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-11-01T13:00:00Z,2.88 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-11-01T13:00:00Z,9.57 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2020-11-01T13:00:00Z,2.53 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-11-01T13:15:00Z,35.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-11-01T13:15:00Z,8.0 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2020-11-01T13:15:00Z,16.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-11-01T13:30:00Z,380.291597 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-11-01T13:45:00Z,9.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-11-01T14:00:00Z,4.38 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-11-01T14:00:00Z,2.71 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-11-01T14:00:00Z,9.4 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2020-11-01T14:00:00Z,2.34 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-11-01T14:15:00Z,36.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-11-01T14:15:00Z,8.0 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2020-11-01T14:15:00Z,13.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-11-01T14:30:00Z,393.159879 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-11-01T14:45:00Z,13.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-11-01T15:00:00Z,4.62 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-11-01T15:00:00Z,2.46 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-11-01T15:00:00Z,8.98 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2020-11-01T15:00:00Z,35.04 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-11-01T15:15:00Z,28.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-11-01T15:15:00Z,10.0 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2020-11-01T15:15:00Z,10.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-11-01T15:30:00Z,459.871762 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-11-01T15:45:00Z,12.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-11-01T16:00:00Z,3.78 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-11-01T16:00:00Z,3.15 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-11-01T16:00:00Z,8.91 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2020-11-01T16:00:00Z,2.14 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-11-01T16:15:00Z,37.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-11-01T16:15:00Z,7.0 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2020-11-01T16:15:00Z,9.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-11-01T16:30:00Z,335.591249 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-11-01T16:45:00Z,9.0 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2020-11-01T16:45:00Z,18.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-11-01T17:00:00Z,2.22 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-11-01T17:00:00Z,2.99 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-11-01T17:00:00Z,10.38 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2020-11-01T17:00:00Z,2.13 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-11-01T17:15:00Z,30.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-11-01T17:15:00Z,7.0 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2020-11-01T17:15:00Z,16.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-11-01T17:30:00Z,381.307514 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-11-01T17:45:00Z,7.0 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2020-11-01T17:45:00Z,18.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-11-01T18:00:00Z,2.45 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-11-01T18:00:00Z,2.84 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-11-01T18:00:00Z,7.55 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2020-11-01T18:00:00Z,1.91 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-11-01T18:15:00Z,26.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-11-01T18:15:00Z,7.0 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2020-11-01T18:15:00Z,12.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-11-01T18:30:00Z,366.068759 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-11-01T18:45:00Z,12.0 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2020-11-01T18:45:00Z,15.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-11-01T19:00:00Z,351.507282 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-11-01T19:00:00Z,3.6 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-11-01T19:00:00Z,2.06 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-11-01T19:00:00Z,7.9 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2020-11-01T19:00:00Z,1.88 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-11-01T19:15:00Z,25.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-11-01T19:15:00Z,6.0 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2020-11-01T19:15:00Z,14.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-11-01T19:45:00Z,9.0 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2020-11-01T19:45:00Z,22.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-11-01T20:00:00Z,13.05 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-11-01T20:00:00Z,1.63 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-11-01T20:00:00Z,7.93 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2020-11-01T20:00:00Z,2.19 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-11-01T20:15:00Z,27.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-11-01T20:15:00Z,6.0 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2020-11-01T20:15:00Z,11.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-11-01T20:30:00Z,568.91352 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-11-01T20:45:00Z,6.0 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2020-11-01T20:45:00Z,28.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-11-01T21:00:00Z,3.34 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-11-01T21:00:00Z,1.37 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-11-01T21:00:00Z,7.91 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2020-11-01T21:00:00Z,1.97 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-11-01T21:15:00Z,23.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-11-01T21:15:00Z,6.0 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2020-11-01T21:15:00Z,11.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-11-01T21:30:00Z,723.332904 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-11-01T21:45:00Z,7.0 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2020-11-01T21:45:00Z,25.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-11-01T22:00:00Z,1.68 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-11-01T22:00:00Z,1.35 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-11-01T22:00:00Z,7.88 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2020-11-01T22:00:00Z,2.03 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-11-01T22:15:00Z,21.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-11-01T22:15:00Z,6.0 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2020-11-01T22:15:00Z,15.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-11-01T22:30:00Z,1840.841604 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-11-01T22:45:00Z,7.0 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2020-11-01T22:45:00Z,19.0 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-11-01T23:15:00Z,15.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-11-01T23:15:00Z,6.0 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2020-11-01T23:15:00Z,10.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-11-01T23:30:00Z,542.838317 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-11-01T23:45:00Z,5.0 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2020-11-01T23:45:00Z,15.0 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-11-02T00:15:00Z,42.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-11-02T00:15:00Z,7.0 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2020-11-02T00:15:00Z,11.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-11-02T00:30:00Z,603.793337 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-11-02T00:45:00Z,7.0 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2020-11-02T00:45:00Z,15.0 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-11-02T01:15:00Z,7.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-11-02T01:15:00Z,9.0 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2020-11-02T01:15:00Z,8.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-11-02T01:30:00Z,435.489754 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-11-02T01:45:00Z,6.0 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2020-11-02T01:45:00Z,17.0 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-11-02T02:15:00Z,9.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-11-02T02:15:00Z,10.0 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2020-11-02T02:15:00Z,8.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-11-02T02:30:00Z,462.580874 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-11-02T02:45:00Z,10.0 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2020-11-02T02:45:00Z,16.0 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-11-02T03:15:00Z,10.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-11-02T03:15:00Z,12.0 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2020-11-02T03:15:00Z,7.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-11-02T03:30:00Z,578.056773 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-11-02T03:45:00Z,8.0 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2020-11-02T03:45:00Z,15.0 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-11-02T04:15:00Z,9.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-11-02T04:15:00Z,13.0 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2020-11-02T04:15:00Z,8.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-11-02T04:30:00Z,1048.426344 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-11-02T04:45:00Z,7.0 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2020-11-02T04:45:00Z,15.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-11-02T05:00:00Z,3.89 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-11-02T05:00:00Z,1.9 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-11-02T05:00:00Z,9.63 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2020-11-02T05:00:00Z,2.1 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-11-02T05:15:00Z,10.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-11-02T05:15:00Z,14.0 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2020-11-02T05:15:00Z,9.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-11-02T05:30:00Z,881.138678 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-11-02T05:45:00Z,8.0 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2020-11-02T05:45:00Z,25.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-11-02T06:00:00Z,7.15 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-11-02T06:00:00Z,1.67 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-11-02T06:00:00Z,8.99 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2020-11-02T06:00:00Z,1.97 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-11-02T06:15:00Z,9.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-11-02T06:15:00Z,18.0 
