network,platform,latitude,longitude,date,sea_water_turbidity 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-06-01T05:30:00Z,131.391932 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-01T05:30:00Z,899.086545 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-01T05:45:00Z,17.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-01T05:45:00Z,43.0 
NERRS,ioos:station:NOAA.NERRS:gndblwq,30.3571,-88.4629,2020-06-01T06:00:00Z,10.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-06-01T06:00:00Z,4.26 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-06-01T06:00:00Z,1.54 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-06-01T06:00:00Z,10.82 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-06-01T06:30:00Z,143.921575 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-01T06:30:00Z,546.224707 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-01T06:45:00Z,13.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-01T06:45:00Z,22.0 
NERRS,ioos:station:NOAA.NERRS:gndblwq,30.3571,-88.4629,2020-06-01T07:00:00Z,9.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-06-01T07:00:00Z,4.18 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-06-01T07:00:00Z,1.73 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-01T07:15:00Z,91.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-06-01T07:30:00Z,193.362869 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-01T07:30:00Z,468.676376 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-01T07:45:00Z,14.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-01T07:45:00Z,23.0 
NERRS,ioos:station:NOAA.NERRS:gndblwq,30.3571,-88.4629,2020-06-01T08:00:00Z,10.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-06-01T08:00:00Z,3.99 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-06-01T08:00:00Z,1.95 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-06-01T08:00:00Z,11.78 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-01T08:15:00Z,9.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-06-01T08:30:00Z,214.358487 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-01T08:30:00Z,445.648924 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-01T08:45:00Z,11.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-01T08:45:00Z,29.0 
NERRS,ioos:station:NOAA.NERRS:gndblwq,30.3571,-88.4629,2020-06-01T09:00:00Z,8.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-06-01T09:00:00Z,5.02 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-06-01T09:00:00Z,1.95 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-01T09:15:00Z,9.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-06-01T09:30:00Z,208.601624 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-01T09:30:00Z,385.032543 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-01T09:45:00Z,10.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-01T09:45:00Z,23.0 
NERRS,ioos:station:NOAA.NERRS:gndblwq,30.3571,-88.4629,2020-06-01T10:00:00Z,8.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-06-01T10:00:00Z,4.78 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-06-01T10:00:00Z,1.63 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-06-01T10:00:00Z,11.74 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-01T10:15:00Z,7.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-06-01T10:30:00Z,214.019848 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-01T10:30:00Z,514.73128 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-01T10:45:00Z,10.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-01T10:45:00Z,29.0 
NERRS,ioos:station:NOAA.NERRS:gndblwq,30.3571,-88.4629,2020-06-01T11:00:00Z,9.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-06-01T11:00:00Z,4.43 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-06-01T11:00:00Z,1.52 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-06-01T11:00:00Z,11.25 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-01T11:15:00Z,8.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-06-01T11:30:00Z,242.126885 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-01T11:30:00Z,2605.827105 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-01T11:45:00Z,11.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-01T11:45:00Z,18.0 
NERRS,ioos:station:NOAA.NERRS:gndblwq,30.3571,-88.4629,2020-06-01T12:00:00Z,9.0 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-01T12:15:00Z,7.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-06-01T12:30:00Z,237.0473 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-01T12:30:00Z,523.197255 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-01T12:45:00Z,9.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-01T12:45:00Z,25.0 
NERRS,ioos:station:NOAA.NERRS:gndblwq,30.3571,-88.4629,2020-06-01T13:00:00Z,9.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-06-01T13:00:00Z,3.3 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-06-01T13:00:00Z,1.86 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-06-01T13:00:00Z,12.36 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-01T13:15:00Z,8.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-06-01T13:30:00Z,172.70589 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-01T13:30:00Z,3030.81905 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-01T13:45:00Z,7.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-01T13:45:00Z,25.0 
NERRS,ioos:station:NOAA.NERRS:gndblwq,30.3571,-88.4629,2020-06-01T14:00:00Z,7.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-06-01T14:00:00Z,3.16 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-06-01T14:00:00Z,2.02 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-06-01T14:00:00Z,14.67 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-01T14:15:00Z,10.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-06-01T14:30:00Z,219.438072 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-01T14:30:00Z,2124.959725 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-01T14:45:00Z,6.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-01T14:45:00Z,31.0 
NERRS,ioos:station:NOAA.NERRS:gndblwq,30.3571,-88.4629,2020-06-01T15:00:00Z,7.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-06-01T15:00:00Z,2.97 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-06-01T15:00:00Z,1.78 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-06-01T15:00:00Z,14.28 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-01T15:15:00Z,12.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-06-01T15:30:00Z,189.976479 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-01T15:30:00Z,441.246617 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-01T15:45:00Z,53.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-06-01T16:00:00Z,2.52 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-06-01T16:00:00Z,1.54 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-06-01T16:00:00Z,15.08 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-01T16:15:00Z,11.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-06-01T16:30:00Z,187.606006 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-01T16:30:00Z,768.371891 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-01T16:45:00Z,10.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-01T16:45:00Z,47.0 
NERRS,ioos:station:NOAA.NERRS:gndblwq,30.3571,-88.4629,2020-06-01T17:00:00Z,10.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-06-01T17:00:00Z,3.03 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-06-01T17:00:00Z,1.42 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-06-01T17:00:00Z,14.45 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-01T17:15:00Z,14.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-06-01T17:30:00Z,153.064828 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-01T17:30:00Z,542.161039 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-01T17:45:00Z,12.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-01T17:45:00Z,36.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-06-01T18:00:00Z,2.9 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-06-01T18:00:00Z,1.39 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-06-01T18:00:00Z,14.98 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-01T18:15:00Z,11.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-06-01T18:30:00Z,335.25261 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-01T18:30:00Z,442.601173 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-01T18:45:00Z,11.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-01T18:45:00Z,32.0 
NERRS,ioos:station:NOAA.NERRS:gndblwq,30.3571,-88.4629,2020-06-01T19:00:00Z,10.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-06-01T19:00:00Z,3.11 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-06-01T19:00:00Z,1.36 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-06-01T19:00:00Z,14.55 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-01T19:15:00Z,12.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-06-01T19:30:00Z,205.215234 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-01T19:30:00Z,294.954569 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-06-01T20:00:00Z,2.81 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-06-01T20:00:00Z,2.04 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-01T20:15:00Z,10.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-06-01T20:30:00Z,126.312347 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-01T20:30:00Z,655.943743 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-01T20:45:00Z,12.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-01T20:45:00Z,32.0 
NERRS,ioos:station:NOAA.NERRS:gndblwq,30.3571,-88.4629,2020-06-01T21:00:00Z,11.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-06-01T21:00:00Z,3.55 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-06-01T21:00:00Z,1.91 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-06-01T21:00:00Z,14.07 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-01T21:15:00Z,11.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-06-01T21:30:00Z,138.84199 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-01T21:30:00Z,389.773489 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-01T21:45:00Z,14.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-01T21:45:00Z,28.0 
NERRS,ioos:station:NOAA.NERRS:gndblwq,30.3571,-88.4629,2020-06-01T22:00:00Z,10.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-06-01T22:00:00Z,3.02 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-06-01T22:00:00Z,1.88 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-06-01T22:00:00Z,15.06 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-01T22:15:00Z,13.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-06-01T22:30:00Z,200.474288 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-01T22:30:00Z,753.471775 
NERRS,ioos:station:NOAA.NERRS:gndbcwq,30.3836,-88.4364,2020-06-01T22:30:00Z,9.0 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-01T22:45:00Z,12.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-01T22:45:00Z,13.0 
NERRS,ioos:station:NOAA.NERRS:gndblwq,30.3571,-88.4629,2020-06-01T23:00:00Z,10.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-06-01T23:00:00Z,3.32 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-06-01T23:00:00Z,1.75 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-06-01T23:00:00Z,14.31 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-01T23:15:00Z,18.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-06-01T23:30:00Z,117.846372 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-01T23:30:00Z,610.904756 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-02T00:15:00Z,15.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-06-02T00:30:00Z,109.719036 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-02T00:30:00Z,611.920673 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-02T00:45:00Z,11.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-02T00:45:00Z,14.0 
NERRS,ioos:station:NOAA.NERRS:gndblwq,30.3571,-88.4629,2020-06-02T01:00:00Z,9.0 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-02T01:15:00Z,16.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-06-02T01:30:00Z,130.714654 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-02T01:30:00Z,331.86622 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-02T01:45:00Z,10.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-02T01:45:00Z,13.0 
NERRS,ioos:station:NOAA.NERRS:gndblwq,30.3571,-88.4629,2020-06-02T02:00:00Z,13.0 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-02T02:15:00Z,12.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-06-02T02:30:00Z,125.635069 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-02T02:30:00Z,2052.490979 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-02T02:45:00Z,8.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-02T02:45:00Z,12.0 
NERRS,ioos:station:NOAA.NERRS:gndblwq,30.3571,-88.4629,2020-06-02T03:00:00Z,13.0 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-02T03:15:00Z,11.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-06-02T03:30:00Z,113.782704 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-02T03:30:00Z,412.462302 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-02T03:45:00Z,7.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-02T03:45:00Z,14.0 
NERRS,ioos:station:NOAA.NERRS:gndblwq,30.3571,-88.4629,2020-06-02T04:00:00Z,10.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-06-02T04:00:00Z,3.66 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-06-02T04:00:00Z,15.86 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-02T04:15:00Z,10.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-06-02T04:30:00Z,116.830455 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-02T04:30:00Z,322.045689 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-06-02T05:00:00Z,3.05 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-06-02T05:00:00Z,1.62 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-06-02T05:00:00Z,15.56 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-02T05:15:00Z,9.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-06-02T05:30:00Z,110.396314 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-02T05:30:00Z,372.5029 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-02T05:45:00Z,12.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-02T05:45:00Z,14.0 
NERRS,ioos:station:NOAA.NERRS:gndblwq,30.3571,-88.4629,2020-06-02T06:00:00Z,9.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-06-02T06:00:00Z,3.07 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-06-02T06:00:00Z,1.2 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-06-02T06:00:00Z,14.84 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-02T06:15:00Z,9.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-06-02T06:30:00Z,136.132878 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-02T06:30:00Z,185.235533 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-02T06:45:00Z,12.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-02T06:45:00Z,11.0 
NERRS,ioos:station:NOAA.NERRS:gndblwq,30.3571,-88.4629,2020-06-02T07:00:00Z,10.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-06-02T07:00:00Z,3.38 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-06-02T07:00:00Z,1.44 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-06-02T07:00:00Z,16.43 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-02T07:15:00Z,10.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-06-02T07:30:00Z,124.957791 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-02T07:30:00Z,379.27568 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-02T07:45:00Z,12.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-02T07:45:00Z,14.0 
NERRS,ioos:station:NOAA.NERRS:gndblwq,30.3571,-88.4629,2020-06-02T08:00:00Z,11.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-06-02T08:00:00Z,3.24 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-06-02T08:00:00Z,1.75 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-06-02T08:00:00Z,16.77 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-02T08:15:00Z,9.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-06-02T08:30:00Z,117.169094 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-02T08:30:00Z,253.640611 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-02T08:45:00Z,9.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-02T08:45:00Z,19.0 
NERRS,ioos:station:NOAA.NERRS:gndblwq,30.3571,-88.4629,2020-06-02T09:00:00Z,9.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-06-02T09:00:00Z,3.06 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-06-02T09:00:00Z,1.96 
